sentence,keys,id
béo hàng trăm chuyện trò đau mắt,"['béo', 'hàng trăm', 'chuyện trò', 'đau mắt']","['001585', '002952', '002291', '000775']"
nghỉ ngơi rẽ phải Ba chân bốn cẳng chiều dài,"['nghỉ ngơi', 'rẽ phải', 'Ba chân bốn cẳng', 'chiều dài']","['003539', '000537', '001299', '002193']"
ngắn 90 lúng túng chỉ,"['ngắn', '90', 'lúng túng', 'chỉ']","['003516', '001165', '003311', '002168']"
nội tiếp quan (chức vụ) nơ đẹp mê hồn,"['nội tiếp', 'quan (chức vụ)', 'nơ', 'đẹp mê hồn']","['000064', '000524', '000073', '002681']"
địa điểm nhảy dù bán hàng chùa Hương,"['địa điểm', 'nhảy dù', 'bán hàng', 'chùa Hương']","['002699', '003617', '001363', '002250']"
Ma Cao nghệ thuật đàn tơ-rưng bỏ phiếu,"['Ma Cao', 'nghệ thuật', 'đàn tơ-rưng', 'bỏ phiếu']","['000016', '003528', '002621', '001683']"
quả hồng xiêm cầu thủ giá trị phần trăm thu thập,"['quả hồng xiêm', 'cầu thủ', 'giá trị phần trăm', 'thu thập']","['000347', '002005', '002865', '001135']"
đàng hoàng chim chích chòe nguyện vọng mây,"['đàng hoàng', 'chim chích chòe', 'nguyện vọng', 'mây']","['000511', '002203', '003578', '003396']"
vuốt tóc con trai (động vật) thiếu thốn sách,"['vuốt tóc', 'con trai (động vật)', 'thiếu thốn', 'sách']","['001918', '002393', '000460', '000611']"
quả gấc cõng cơ quan điêu khắc,"['quả gấc', 'cõng', 'cơ quan', 'điêu khắc']","['000343', '002401', '002459', '002706']"
nước Việt nam tưới cây chuồng Mặt trời lặn,"['nước Việt nam', 'tưới cây', 'chuồng', 'Mặt trời lặn']","['000081', '001682', '002275', '003417']"
đồ ăn Khánh Hòa sữa đặc lược,"['đồ ăn', 'Khánh Hòa', 'sữa đặc', 'lược']","['000945', '003118', '000785', '003316']"
xúc xắc nhọn hoắt môn Giáo dục thể chất lầu (tầng),"['xúc xắc', 'nhọn hoắt', 'môn Giáo dục thể chất', 'lầu (tầng)']","['002060', '000011', '003431', '003237']"
Mexico (nước Mexico) vô ý thức hồ nước đường Nguyễn Huệ,"['Mexico (nước Mexico)', 'vô ý thức', 'hồ nước', 'đường Nguyễn Huệ']","['003400', '001875', '003052', '002793']"
Võ Nguyên Giáp dọc phấn đấu hung ác,"['Võ Nguyên Giáp', 'dọc', 'phấn đấu', 'hung ác']","['001843', '002591', '000184', '003072']"
nhầm máy in cuộn giấy vệ sinh thổi kèn,"['nhầm', 'máy in', 'cuộn giấy vệ sinh', 'thổi kèn']","['000133', '003365', '002495', '001091']"
yêu mến (yêu quí) vợt cầu lông họa sỹ an ninh,"['yêu mến (yêu quí)', 'vợt cầu lông', 'họa sỹ', 'an ninh']","['002110', '000953', '003018', '001205']"
ngoan ngoãn đoạn thẳng không gian dây xích,"['ngoan ngoãn', 'đoạn thẳng', 'không gian', 'dây xích']","['003553', '002723', '003159', '002566']"
thông cảm giao tiếp chen lấn con ba ba,"['thông cảm', 'giao tiếp', 'chen lấn', 'con ba ba']","['001094', '002882', '002159', '002311']"
Văn miếu Quốc Tử Giám cuống hoa chia rẽ con cú mèo,"['Văn miếu Quốc Tử Giám', 'cuống hoa', 'chia rẽ', 'con cú mèo']","['001766', '002477', '000728', '002336']"
biến đổi màn bập bênh khoan (cái khoan),"['biến đổi', 'màn', 'bập bênh', 'khoan (cái khoan)']","['001639', '003342', '001551', '003140']"
trầm trồ mắc áo thù lao cứu sống,"['trầm trồ', 'mắc áo', 'thù lao', 'cứu sống']","['001456', '003369', '001137', '000696']"
con nai ngon giấc hăng hái chú tễu,"['con nai', 'ngon giấc', 'hăng hái', 'chú tễu']","['002363', '003556', '002966', '002244']"
1000 (một nghìn) chanh nóng sĩ diện bánh canh,"['1000 (một nghìn)', 'chanh nóng', 'sĩ diện', 'bánh canh']","['001169', '000848', '000679', '000834']"
ngoại hình khỏi bệnh chức năng em họ,"['ngoại hình', 'khỏi bệnh', 'chức năng', 'em họ']","['003551', '003151', '002296', '000331']"
hạn hán danh từ cất giấu chung kết,"['hạn hán', 'danh từ', 'cất giấu', 'chung kết']","['002944', '002526', '001973', '002271']"
không nên khởi nghiệp quốc gia tình cảm,"['không nên', 'khởi nghiệp', 'quốc gia', 'tình cảm']","['000094', '000706', '000455', '001312']"
ga tàu cung cấp hồ Hoàn Kiếm danh từ,"['ga tàu', 'cung cấp', 'hồ Hoàn Kiếm', 'danh từ']","['002813', '000215', '003051', '002526']"
quyến luyến biến đổi y tế quanh năm,"['quyến luyến', 'biến đổi', 'y tế', 'quanh năm']","['000373', '001639', '002076', '000552']"
góc bếp xóa bảng màu đen leo trèo,"['góc bếp', 'xóa bảng', 'màu đen', 'leo trèo']","['002919', '002034', '003346', '003241']"
thợ thêu tia chớp con người thuyết trình,"['thợ thêu', 'tia chớp', 'con người', 'thuyết trình']","['001123', '001242', '002367', '001202']"
rong chơi chen lấn rơm rớm thở,"['rong chơi', 'chen lấn', 'rơm rớm', 'thở']","['000567', '002159', '002766', '001117']"
háo hức úp cầu kì yếm,"['háo hức', 'úp', 'cầu kì', 'yếm']","['000586', '001718', '002001', '002090']"
sinh vật Bà Rịa - Vũng Tàu hình lập phương cứu,"['sinh vật', 'Bà Rịa - Vũng Tàu', 'hình lập phương', 'cứu']","['000708', '001303', '003003', '002512']"
béo bốc thăm thuận lợi rộng lớn,"['béo', 'bốc thăm', 'thuận lợi', 'rộng lớn']","['001585', '001743', '001156', '000573']"
bàn ghế sân thượng ngộ nghĩnh bản đồ Việt Nam,"['bàn ghế', 'sân thượng', 'ngộ nghĩnh', 'bản đồ Việt Nam']","['001339', '000664', '003567', '001353']"
quạt treo tường w ế ẩm xã hội,"['quạt treo tường', 'w', 'ế ẩm', 'xã hội']","['000423', '001101', '002809', '001946']"
em họ phim truyện chương trình nhìn,"['em họ', 'phim truyện', 'chương trình', 'nhìn']","['000331', '000222', '002298', '000000']"
mơ ước gói ầm ĩ hồ Hoàn Kiếm,"['mơ ước', 'gói', 'ầm ĩ', 'hồ Hoàn Kiếm']","['003448', '002926', '001280', '003051']"
tóc xoăn trục hoành rế pha chế,"['tóc xoăn', 'trục hoành', 'rế', 'pha chế']","['001372', '001532', '000545', '000132']"
dân ca đều đặn hạt bến phà,"['dân ca', 'đều đặn', 'hạt', 'bến phà']","['002534', '002692', '002961', '001609']"
chia sẻ vi khuẩn an ninh bộ truyện,"['chia sẻ', 'vi khuẩn', 'an ninh', 'bộ truyện']","['002184', '001817', '001205', '001725']"
đan tồn tại dầu khí răng hô,"['đan', 'tồn tại', 'dầu khí', 'răng hô']","['002615', '001468', '002550', '000622']"
ma cà rồng thầy cúng ria mép bánh cuốn,"['ma cà rồng', 'thầy cúng', 'ria mép', 'bánh cuốn']","['003332', '001021', '000638', '001429']"
bẫy chuột (dụng cụ) cột đèn công cộng héc-tô-mét (hm),"['bẫy chuột (dụng cụ)', 'cột đèn', 'công cộng', 'héc-tô-mét (hm)']","['001565', '002449', '002431', '002977']"
thành viên khổ quân đội buổi sáng,"['thành viên', 'khổ', 'quân đội', 'buổi sáng']","['000975', '003167', '000425', '001834']"
mạng lưới thực vật thu nhỏ tách,"['mạng lưới', 'thực vật', 'thu nhỏ', 'tách']","['003343', '001226', '001133', '000815']"
cuối năm thiu vỡ dỗi,"['cuối năm', 'thiu', 'vỡ', 'dỗi']","['000896', '000812', '001887', '000604']"
ẩm ướt Trung Thu nổ súng lúc nào,"['ẩm ướt', 'Trung Thu', 'nổ súng', 'lúc nào']","['001284', '001562', '000047', '003307']"
liên kết đường chéo tay chân sạch sẽ trăng,"['liên kết', 'đường chéo', 'tay chân sạch sẽ', 'trăng']","['003263', '002789', '000922', '001448']"
cầu Thê Húc (Hồ Gươm) mẫu số lớn tờ báo lặng lẽ,"['cầu Thê Húc (Hồ Gươm)', 'mẫu số lớn', 'tờ báo', 'lặng lẽ']","['000746', '003395', '001406', '003233']"
làm được chuyển hướng Tiền Giang phật (tượng),"['làm được', 'chuyển hướng', 'Tiền Giang', 'phật (tượng)']","['000932', '002289', '001261', '000190']"
cá kho sợi chỉ hiểu nhân hậu,"['cá kho', 'sợi chỉ', 'hiểu', 'nhân hậu']","['001898', '000751', '002991', '003628']"
mách trọng nam khinh nữ gói (đgt) con cóc,"['mách', 'trọng nam khinh nữ', 'gói (đgt)', 'con cóc']","['000139', '002309', '002925', '002330']"
đầu tư đá bóng ao chuôm Hậu Giang,"['đầu tư', 'đá bóng', 'ao chuôm', 'Hậu Giang']","['000583', '002604', '001245', '002969']"
khoanh tay một cặp ủy ban nhân dân y tế,"['khoanh tay', 'một cặp', 'ủy ban nhân dân', 'y tế']","['003148', '003444', '001722', '002076']"
lá thư Nam bán cầu môn Khoa học đất nặn,"['lá thư', 'Nam bán cầu', 'môn Khoa học', 'đất nặn']","['003210', '003477', '003432', '002648']"
"rổ thổi kèn sinh tố (bơ, dâu, đánh giá","['rổ', 'thổi kèn', 'sinh tố (bơ, dâu,', 'đánh giá']","['000571', '001091', '000840', '002627']"
ruộng bậc thang gấp ba quả gấc mềm mại,"['ruộng bậc thang', 'gấp ba', 'quả gấc', 'mềm mại']","['000578', '000556', '000343', '003402']"
môi trường quên kia xe ben,"['môi trường', 'quên', 'kia', 'xe ben']","['003424', '000451', '000261', '001990']"
mét vuông (m2) phẫu thuật mắt kỹ năng đường thuỷ,"['mét vuông (m2)', 'phẫu thuật mắt', 'kỹ năng', 'đường thuỷ']","['003399', '000788', '000213', '002796']"
phấn (viết bảng) la bàn vui sướng cuộn giấy vệ sinh,"['phấn (viết bảng)', 'la bàn', 'vui sướng', 'cuộn giấy vệ sinh']","['000180', '003206', '001907', '002495']"
cha đổi đồ uống hắt hơi,"['cha', 'đổi', 'đồ uống', 'hắt hơi']","['002059', '002735', '000943', '002968']"
sa thải con bướm thề rễ cọc,"['sa thải', 'con bướm', 'thề', 'rễ cọc']","['002785', '002318', '001036', '000543']"
lớn hơn 2 (Toán học) ý thức hòa bình gan dạ,"['lớn hơn 2 (Toán học)', 'ý thức', 'hòa bình', 'gan dạ']","['000656', '002086', '003016', '002821']"
giỏi bến xe phòng máy tính Văn miếu Quốc Tử Giám,"['giỏi', 'bến xe', 'phòng máy tính', 'Văn miếu Quốc Tử Giám']","['002909', '001615', '000250', '001766']"
đường chỉ tay cứu hộ cảng Sài Gòn mặt dài,"['đường chỉ tay', 'cứu hộ', 'cảng Sài Gòn', 'mặt dài']","['002172', '002513', '000702', '003382']"
bồn hoa đưa đón dân tộc Khơ me tự hào,"['bồn hoa', 'đưa đón', 'dân tộc Khơ me', 'tự hào']","['001749', '002786', '000682', '000725']"
biểu đồ cột con sông hãng máy bay củ khoai lang,"['biểu đồ cột', 'con sông', 'hãng máy bay', 'củ khoai lang']","['001645', '002384', '001407', '002472']"
sữa bò vĩ cầm w đối xứng,"['sữa bò', 'vĩ cầm', 'w', 'đối xứng']","['000772', '001819', '001101', '002753']"
danh dự gọt bút chì mái nhà vòng đeo tay,"['danh dự', 'gọt bút chì', 'mái nhà', 'vòng đeo tay']","['002520', '002928', '003338', '001847']"
trà sữa Thánh Gióng tính cách dẫn chứng,"['trà sữa', 'Thánh Gióng', 'tính cách', 'dẫn chứng']","['000857', '001006', '001328', '002545']"
gọt bút chì lên xe lễ hội buổi tối,"['gọt bút chì', 'lên xe', 'lễ hội', 'buổi tối']","['002928', '003254', '003245', '001844']"
má hồng rổ mạch lạc hình vuông,"['má hồng', 'rổ', 'mạch lạc', 'hình vuông']","['000446', '000571', '003334', '001916']"
muốn thận súp lơ chia rẽ,"['muốn', 'thận', 'súp lơ', 'chia rẽ']","['003414', '001011', '000176', '000728']"
con tem cửa kính nẻ thề,"['con tem', 'cửa kính', 'nẻ', 'thề']","['002388', '002502', '003491', '001036']"
đồng lúa lựu môn Âm nhạc ngắt hoa,"['đồng lúa', 'lựu', 'môn Âm nhạc', 'ngắt hoa']","['002760', '003329', '003426', '003519']"
giết kiến trúc sữa đặc ga tàu,"['giết', 'kiến trúc', 'sữa đặc', 'ga tàu']","['002907', '003195', '000785', '002813']"
cua đồng tồn tại xem xét nghẹn ngào,"['cua đồng', 'tồn tại', 'xem xét', 'nghẹn ngào']","['000820', '001468', '002014', '003526']"
chú rể dài kém giám khảo,"['chú rể', 'dài', 'kém', 'giám khảo']","['002243', '002515', '003096', '002873']"
lợi ích Hùng Vương cá kiếm biện pháp,"['lợi ích', 'Hùng Vương', 'cá kiếm', 'biện pháp']","['003298', '003075', '000167', '001641']"
liền trước phân vân nhập trường khả năng,"['liền trước', 'phân vân', 'nhập trường', 'khả năng']","['003269', '000512', '003638', '000211']"
phá chỉ khâu phòng thí nghiệm con nuôi,"['phá', 'chỉ khâu', 'phòng thí nghiệm', 'con nuôi']","['000142', '002171', '000254', '002373']"
cây trồng cau có bẫy chuột (dụng cụ) hình dáng,"['cây trồng', 'cau có', 'bẫy chuột (dụng cụ)', 'hình dáng']","['002051', '001955', '001565', '002999']"
"câu đơn kiêu (kiêu căng, kiêu xa) tinh trùng ấm đun nước","['câu đơn', 'kiêu (kiêu căng, kiêu xa)', 'tinh trùng', 'ấm đun nước']","['001983', '003197', '001184', '001288']"
rổ đuôi cá liệt (liệt tay chân) chân dung,"['rổ', 'đuôi cá', 'liệt (liệt tay chân)', 'chân dung']","['000571', '000170', '003270', '002142']"
chúng tôi (3 người) (đại từ) thiên nhiên xa cách đánh,"['chúng tôi (3 người) (đại từ)', 'thiên nhiên', 'xa cách', 'đánh']","['000275', '001068', '001928', '002625']"
Lào (nước Lào) sao côn trùng bước,"['Lào (nước Lào)', 'sao', 'côn trùng', 'bước']","['003227', '000631', '002428', '001882']"
chủ động bình thường mật khẩu phong toả,"['chủ động', 'bình thường', 'mật khẩu', 'phong toả']","['002237', '001671', '003389', '000998']"
bập bênh bít tất kính lão vô lí,"['bập bênh', 'bít tất', 'kính lão', 'vô lí']","['001551', '001673', '003202', '001864']"
chủ nhiệm công chúa trông nom quên,"['chủ nhiệm', 'công chúa', 'trông nom', 'quên']","['002240', '002430', '001522', '000451']"
chùa Hương đường thẳng môi phương tiện giao thông,"['chùa Hương', 'đường thẳng', 'môi', 'phương tiện giao thông']","['002250', '002795', '003423', '000304']"
quả chôm chôm tỉ mỉ động viên nẻ,"['quả chôm chôm', 'tỉ mỉ', 'động viên', 'nẻ']","['000318', '001240', '002770', '003491']"
râu ống nhòm cá kiếm vây bắt,"['râu', 'ống nhòm', 'cá kiếm', 'vây bắt']","['000535', '000120', '000167', '001803']"
lễ phép kẻ thù xa cách lời giải,"['lễ phép', 'kẻ thù', 'xa cách', 'lời giải']","['003250', '003095', '001928', '003296']"
bốc vác thím sa thải thoát hiểm,"['bốc vác', 'thím', 'sa thải', 'thoát hiểm']","['001727', '001083', '002785', '001085']"
Nhật (nước Nhật) Sapa về (Sài Gòn) sinh đẻ,"['Nhật (nước Nhật)', 'Sapa', 'về (Sài Gòn)', 'sinh đẻ']","['003640', '000639', '000356', '000689']"
ngày xưa lốc xoáy phòng y tế tiêu diệt,"['ngày xưa', 'lốc xoáy', 'phòng y tế', 'tiêu diệt']","['003513', '000916', '000257', '001289']"
mét (m) lưới từ trái sang phải chục,"['mét (m)', 'lưới', 'từ trái sang phải', 'chục']","['003397', '003322', '001660', '002261']"
vô tư nồi dàn nhạc sinh hoạt,"['vô tư', 'nồi', 'dàn nhạc', 'sinh hoạt']","['001872', '000049', '002518', '000697']"
gan lì tự vệ luật lệ nến,"['gan lì', 'tự vệ', 'luật lệ', 'nến']","['002822', '001676', '003304', '003496']"
ngã rễ cọc thuộc địa đau bụng,"['ngã', 'rễ cọc', 'thuộc địa', 'đau bụng']","['003504', '000543', '000771', '000777']"
thế hệ năng lực không dám bột màu,"['thế hệ', 'năng lực', 'không dám', 'bột màu']","['001039', '003489', '000470', '001767']"
Nam Định tam giác cổng chủ ngữ,"['Nam Định', 'tam giác', 'cổng', 'chủ ngữ']","['003478', '000839', '002444', '002239']"
Bắc Kạn q đăng nhập 7,"['Bắc Kạn', 'q', 'đăng nhập', '7']","['001503', '001076', '002639', '001140']"
bài báo quan trọng tuần sau đăng nhập,"['bài báo', 'quan trọng', 'tuần sau', 'đăng nhập']","['001309', '000402', '000882', '002639']"
gãi đầu gãi tai chứng minh khát nước họp,"['gãi đầu gãi tai', 'chứng minh', 'khát nước', 'họp']","['002819', '002303', '003119', '003046']"
hằng đẳng thức chiếm đoạt củ cà rốt tay chân sạch sẽ,"['hằng đẳng thức', 'chiếm đoạt', 'củ cà rốt', 'tay chân sạch sẽ']","['002967', '002190', '002479', '000922']"
thung lũng cái vợt cá ngã ba chả cá,"['thung lũng', 'cái vợt cá', 'ngã ba', 'chả cá']","['001000', '000950', '003498', '002063']"
d bạn gái lựu ngộ nghĩnh,"['d', 'bạn gái', 'lựu', 'ngộ nghĩnh']","['001034', '001379', '003329', '003567']"
mái chèo bìa vở hợp tác tình yêu,"['mái chèo', 'bìa vở', 'hợp tác', 'tình yêu']","['003336', '001629', '003070', '001324']"
nhổ lông mày diều lưỡi ổn định,"['nhổ lông mày', 'diều', 'lưỡi', 'ổn định']","['000616', '002586', '003320', '000101']"
ở ngoài vô duyên lục giác yếu,"['ở ngoài', 'vô duyên', 'lục giác', 'yếu']","['000124', '000144', '003309', '002112']"
bọt xà phòng Lâm Đồng hoa sen dấu gạch ngang,"['bọt xà phòng', 'Lâm Đồng', 'hoa sen', 'dấu gạch ngang']","['001713', '003235', '003014', '002554']"
tôi yêu bạn cá voi ngon giấc dấu hỏi,"['tôi yêu bạn', 'cá voi', 'ngon giấc', 'dấu hỏi']","['002098', '000165', '003556', '001114']"
tổ trưởng Tây Bắc đàn bầu mặt,"['tổ trưởng', 'Tây Bắc', 'đàn bầu', 'mặt']","['001388', '000889', '002617', '003378']"
ngũ quả nhà vệ sinh cụ Quảng Trị,"['ngũ quả', 'nhà vệ sinh', 'cụ', 'Quảng Trị']","['003572', '001016', '002485', '000421']"
mất ngủ thề biển đông vận chuyển,"['mất ngủ', 'thề', 'biển đông', 'vận chuyển']","['003386', '001036', '001635', '001792']"
nhiều vô cùng vắng lặng mồ côi cơm,"['nhiều vô cùng', 'vắng lặng', 'mồ côi', 'cơm']","['001862', '001782', '003419', '002466']"
dãy nhà con ốc đổ nước bánh xe,"['dãy nhà', 'con ốc', 'đổ nước', 'bánh xe']","['002530', '002377', '002749', '001455']"
tràn ngập (nước) khu vực cách ly vòi voi duyệt binh,"['tràn ngập (nước)', 'khu vực cách ly', 'vòi voi', 'duyệt binh']","['001436', '000996', '001845', '002599']"
vào lớp nhận hơi nước bình thường,"['vào lớp', 'nhận', 'hơi nước', 'bình thường']","['001760', '003632', '003066', '001667']"
chó cắn đại tướng khu vực cách ly đun nấu,"['chó cắn', 'đại tướng', 'khu vực cách ly', 'đun nấu']","['000516', '002613', '000996', '002782']"
Cu ba (nước Cu ba) bỏng ngô mắng đối diện,"['Cu ba (nước Cu ba)', 'bỏng ngô', 'mắng', 'đối diện']","['002470', '001705', '003377', '002736']"
Bình Thuận khăn mặt bồi bàn lưỡi câu,"['Bình Thuận', 'khăn mặt', 'bồi bàn', 'lưỡi câu']","['001665', '003122', '001745', '003321']"
đèn vàng tinh mắt báo (con báo) đi tuần,"['đèn vàng', 'tinh mắt', 'báo (con báo)', 'đi tuần']","['002669', '000260', '001479', '000527']"
đầu tàu nhược điểm bỏng nạn nhân,"['đầu tàu', 'nhược điểm', 'bỏng', 'nạn nhân']","['002649', '000019', '001703', '003479']"
ghi hình du học chục nghìn kính trọng,"['ghi hình', 'du học', 'chục nghìn', 'kính trọng']","['002849', '002597', '002262', '003204']"
mèo cào sáng kiến tiêm ổn định,"['mèo cào', 'sáng kiến', 'tiêm', 'ổn định']","['000518', '000625', '001259', '000101']"
sức khỏe con mực nỏ tập thể dục,"['sức khỏe', 'con mực', 'nỏ', 'tập thể dục']","['000801', '002362', '000029', '000883']"
nội quy khoan (cái khoan) cối xay lúa cao (núi),"['nội quy', 'khoan (cái khoan)', 'cối xay lúa', 'cao (núi)']","['000062', '003140', '002426', '001937']"
lối đi khố đoạn văn quay phim,"['lối đi', 'khố', 'đoạn văn', 'quay phim']","['003289', '003162', '002725', '000416']"
ưu tiên giao thừa sinh đẻ tuyệt vọng,"['ưu tiên', 'giao thừa', 'sinh đẻ', 'tuyệt vọng']","['001730', '002879', '000689', '001644']"
chức năng số La Mã (Toán học) f Thăng Long,"['chức năng', 'số La Mã (Toán học)', 'f', 'Thăng Long']","['002296', '000507', '001096', '000549']"
giống nhau dẫn chứng kiểm tra kì diệu,"['giống nhau', 'dẫn chứng', 'kiểm tra', 'kì diệu']","['002910', '002545', '003190', '003176']"
ốm đau toa lét tin cậy đánh cầu lông,"['ốm đau', 'toa lét', 'tin cậy', 'đánh cầu lông']","['000095', '001352', '001308', '000743']"
thành lập t tỉ lệ phòng chức năng,"['thành lập', 't', 'tỉ lệ', 'phòng chức năng']","['000963', '001084', '001238', '000243']"
ca luyện từ và câu thiên đình lễ Nô-en,"['ca', 'luyện từ và câu', 'thiên đình', 'lễ Nô-en']","['001892', '003314', '001066', '003247']"
toa xe giám đốc bản làng lễ Nô-en,"['toa xe', 'giám đốc', 'bản làng', 'lễ Nô-en']","['001358', '002872', '001355', '003248']"
ăn vú sữa (bằng thìa) câu đố từ bỏ k,"['ăn vú sữa (bằng thìa)', 'câu đố', 'từ bỏ', 'k']","['000398', '001979', '001646', '001058']"
áo mặc kệ tôm hùm mạch lạc,"['áo', 'mặc kệ', 'tôm hùm', 'mạch lạc']","['001250', '003371', '000819', '003334']"
chỉ Nam Định hút thuốc lá Bạc Liêu,"['chỉ', 'Nam Định', 'hút thuốc lá', 'Bạc Liêu']","['002168', '003478', '003077', '001307']"
cao nguyên sinh động phong toả chào,"['cao nguyên', 'sinh động', 'phong toả', 'chào']","['001943', '000695', '000998', '002075']"
tổng hợp kì lạ rau dền tỉnh táo,"['tổng hợp', 'kì lạ', 'rau dền', 'tỉnh táo']","['001394', '003177', '000519', '000659']"
nghiên cứu vạm vỡ bàn ghế hạt cườm,"['nghiên cứu', 'vạm vỡ', 'bàn ghế', 'hạt cườm']","['003541', '001752', '001339', '002962']"
cháo sườn tiếng Anh cốc nhiệt kế,"['cháo sườn', 'tiếng Anh', 'cốc', 'nhiệt kế']","['000205', '001269', '002423', '003642']"
phép tính nhiệt độ bướng bỉnh con tôm,"['phép tính', 'nhiệt độ', 'bướng bỉnh', 'con tôm']","['000194', '002767', '001886', '002391']"
chiếm đoạt dài hạn con cá in (ấn),"['chiếm đoạt', 'dài hạn', 'con cá', 'in (ấn)']","['002190', '002516', '002319', '003088']"
pháo sáng hàng ngày đánh trống chất dẻo,"['pháo sáng', 'hàng ngày', 'đánh trống', 'chất dẻo']","['000157', '000391', '002629', '002145']"
con ngỗng hoan hô đàng ngoài 40,"['con ngỗng', 'hoan hô', 'đàng ngoài', '40']","['002364', '002124', '002622', '001161']"
vòng nguyệt quế cây bàng số lẻ lưỡi,"['vòng nguyệt quế', 'cây bàng', 'số lẻ', 'lưỡi']","['000493', '002015', '000730', '003320']"
bố tay trái em họ công viên,"['bố', 'tay trái', 'em họ', 'công viên']","['001729', '000863', '000329', '002440']"
học trò con đom đóm góp tiền bệnh tật,"['học trò', 'con đom đóm', 'góp tiền', 'bệnh tật']","['003037', '002342', '000958', '001623']"
ngữ pháp băng chuyền giới hạn móng chân,"['ngữ pháp', 'băng chuyền', 'giới hạn', 'móng chân']","['001157', '001521', '002912', '003418']"
đàng trong Bình Dương biểu đồ quyến luyến,"['đàng trong', 'Bình Dương', 'biểu đồ', 'quyến luyến']","['002623', '001661', '001643', '000373']"
nguội tự tin thề Hồ Chí Minh,"['nguội', 'tự tin', 'thề', 'Hồ Chí Minh']","['000814', '001668', '001036', '003049']"
cầu cứu cây thân gỗ Ê Đê Italia (nước Italia),"['cầu cứu', 'cây thân gỗ', 'Ê Đê', 'Italia (nước Italia)']","['001997', '002047', '002808', '003092']"
bay liệng (bay lượn) phương tiện giao thông thúc đẩy mặt đất,"['bay liệng (bay lượn)', 'phương tiện giao thông', 'thúc đẩy', 'mặt đất']","['001495', '000304', '001162', '003379']"
nhổ tóc nhân hậu hỏi thăm lợi ích,"['nhổ tóc', 'nhân hậu', 'hỏi thăm', 'lợi ích']","['000612', '003627', '003041', '003298']"
mũi tên kính hiển vi tái phát phân số,"['mũi tên', 'kính hiển vi', 'tái phát', 'phân số']","['000498', '003201', '000829', '000163']"
xa vô tận lồng tiếng chó sói trống,"['xa vô tận', 'lồng tiếng', 'chó sói', 'trống']","['001870', '003294', '002218', '001524']"
chục nghìn siêng năng lao phổi d,"['chục nghìn', 'siêng năng', 'lao phổi', 'd']","['002262', '000681', '003224', '001034']"
lơ lửng màu xanh lá cây nhà trường không có,"['lơ lửng', 'màu xanh lá cây', 'nhà trường', 'không có']","['003295', '003358', '003607', '000249']"
hắt hơi ngoắc tay xen địa điểm,"['hắt hơi', 'ngoắc tay', 'xen', 'địa điểm']","['002968', '003554', '002016', '002699']"
rộng rãi tiếng nói thông minh tủi thân,"['rộng rãi', 'tiếng nói', 'thông minh', 'tủi thân']","['000575', '001273', '001100', '001628']"
thím khô héo tai tự giác,"['thím', 'khô héo', 'tai', 'tự giác']","['001083', '003155', '000818', '000098']"
xúc xắc điêu khắc công cộng mục tiêu,"['xúc xắc', 'điêu khắc', 'công cộng', 'mục tiêu']","['002060', '002706', '002431', '000898']"
thuộc địa nổ mìn hoạt hình Bãi biển Vũng Tàu,"['thuộc địa', 'nổ mìn', 'hoạt hình', 'Bãi biển Vũng Tàu']","['000771', '000045', '003027', '001319']"
rèn luyện mách mũm mĩm quả bầu hồ lô,"['rèn luyện', 'mách', 'mũm mĩm', 'quả bầu hồ lô']","['000541', '000141', '000906', '000312']"
mặt Tết Thiếu nhi di truyền nguồn gốc,"['mặt', 'Tết Thiếu nhi', 'di truyền', 'nguồn gốc']","['003378', '000905', '002574', '003573']"
cột sống đại dương bánh cốm ă,"['cột sống', 'đại dương', 'bánh cốm', 'ă']","['002454', '002610', '001427', '001027']"
siêu tốc bát ngát ung thư gánh,"['siêu tốc', 'bát ngát', 'ung thư', 'gánh']","['000687', '001491', '000483', '002824']"
thì thầm bất động dân tộc thiểu số dài,"['thì thầm', 'bất động', 'dân tộc thiểu số', 'dài']","['000419', '001553', '002541', '002515']"
gương héc-tô-gam (hg) rụng tóc (đt) ngày thầy thuốc Việt Nam,"['gương', 'héc-tô-gam (hg)', 'rụng tóc (đt)', 'ngày thầy thuốc Việt Nam']","['002937', '002972', '000576', '000119']"
dãy số liệu mạng lưới ông ngoại Bình Phước,"['dãy số liệu', 'mạng lưới', 'ông ngoại', 'Bình Phước']","['002533', '003343', '000106', '001663']"
tự trọng từ trái sang phải bụng quan hệ từ,"['tự trọng', 'từ trái sang phải', 'bụng', 'quan hệ từ']","['000731', '001660', '001820', '000520']"
khóa quần buổi trưa chính xác trọng nam khinh nữ,"['khóa quần', 'buổi trưa', 'chính xác', 'trọng nam khinh nữ']","['003138', '001849', '002215', '002309']"
chát phong cách tờ tiền ra ngoài,"['chát', 'phong cách', 'tờ tiền', 'ra ngoài']","['002081', '000230', '001416', '000503']"
con trai (động vật) đàn tơ-rưng phức tạp điều kiện,"['con trai (động vật)', 'đàn tơ-rưng', 'phức tạp', 'điều kiện']","['002393', '002621', '000294', '002714']"
năng khiếu anh chị em kiểm tra trốn tìm,"['năng khiếu', 'anh chị em', 'kiểm tra', 'trốn tìm']","['003488', '001215', '003189', '000643']"
tuân lệnh phép tính cột đèn nhà văn hóa,"['tuân lệnh', 'phép tính', 'cột đèn', 'nhà văn hóa']","['001624', '000194', '002449', '000990']"
