sentence,keys,id
nghe giẫm quả na,"['nghe', 'giẫm', 'quả na']","['003522', '002887', '000361']"
trang phục vòi voi bỏ rơi,"['trang phục', 'vòi voi', 'bỏ rơi']","['001438', '001845', '001687']"
chứng cớ lễ bế giảng Liên Bang Nga (nước Nga),"['chứng cớ', 'lễ bế giảng', 'Liên Bang Nga (nước Nga)']","['002302', '003243', '003258']"
về 3 (đi về) danh từ riêng tháo gỡ,"['về 3 (đi về)', 'danh từ riêng', 'tháo gỡ']","['000362', '002527', '000978']"
màu trắng dốt bạn,"['màu trắng', 'dốt', 'bạn']","['003352', '002596', '001375']"
trong suốt ít nhất boong tàu,"['trong suốt', 'ít nhất', 'boong tàu']","['001502', '003091', '001709']"
Mã Lai (nước Ma-lai-xi-a) bệnh nhân vô lí,"['Mã Lai (nước Ma-lai-xi-a)', 'bệnh nhân', 'vô lí']","['000502', '001621', '001864']"
bàn ghế thực hành phó hiệu trưởng,"['bàn ghế', 'thực hành', 'phó hiệu trưởng']","['001339', '001216', '000486']"
cổ áo tính cách đoạn thơ,"['cổ áo', 'tính cách', 'đoạn thơ']","['002408', '001328', '002724']"
rau mùng tơi say sưa ngâm hạt,"['rau mùng tơi', 'say sưa', 'ngâm hạt']","['000521', '000642', '003520']"
khung cửa số hiểu sơ mi,"['khung cửa số', 'hiểu', 'sơ mi']","['003171', '002993', '000747']"
lũy tre đường ray xe lửa máy bơm,"['lũy tre', 'đường ray xe lửa', 'máy bơm']","['003312', '000959', '003363']"
chim chào mào bàn tay tính chất cơ bản của phân số,"['chim chào mào', 'bàn tay', 'tính chất cơ bản của phân số']","['002202', '001345', '001334']"
số đo vận động 7up,"['số đo', 'vận động', '7up']","['000729', '001794', '000862']"
loa ăn diện 12,"['loa', 'ăn diện', '12']","['003282', '001268', '001154']"
viện nghiên cứu tiếng nói giầy ba ta,"['viện nghiên cứu', 'tiếng nói', 'giầy ba ta']","['001831', '001273', '002891']"
cây khế nghi ngờ chiều tối,"['cây khế', 'nghi ngờ', 'chiều tối']","['002031', '003531', '002195']"
mồ côi chát hành lang,"['mồ côi', 'chát', 'hành lang']","['003419', '002081', '002957']"
tuyệt vọng sổ tay chi tiết,"['tuyệt vọng', 'sổ tay', 'chi tiết']","['001644', '000720', '002167']"
Nam Định nguyện vọng trêu tức,"['Nam Định', 'nguyện vọng', 'trêu tức']","['003478', '003578', '001472']"
bánh cuốn sức khỏe đá bóng,"['bánh cuốn', 'sức khỏe', 'đá bóng']","['001429', '000801', '002604']"
quốc tế khuyến khích tóc dài,"['quốc tế', 'khuyến khích', 'tóc dài']","['000462', '000072', '000908']"
bên trái con thỏ bảng chỉ dẫn,"['bên trái', 'con thỏ', 'bảng chỉ dẫn']","['001603', '002389', '001395']"
cá voi rẽ phải thuận lợi,"['cá voi', 'rẽ phải', 'thuận lợi']","['000165', '000537', '001156']"
chúng tôi (4 người) (đại từ) tôm hùm tổng (số),"['chúng tôi (4 người) (đại từ)', 'tôm hùm', 'tổng (số)']","['000277', '000819', '001392']"
giai đoạn năn nỉ ác độc,"['giai đoạn', 'năn nỉ', 'ác độc']","['002856', '000584', '001194']"
kiếm (cái kiếm) ăn đủ gặp gỡ,"['kiếm (cái kiếm)', 'ăn đủ', 'gặp gỡ']","['003191', '000937', '002837']"
xe đạp môn Giáo dục công dân gắp thức ăn,"['xe đạp', 'môn Giáo dục công dân', 'gắp thức ăn']","['001988', '003430', '002836']"
sừng trâu ác độc quần âu,"['sừng trâu', 'ác độc', 'quần âu']","['000807', '001194', '000429']"
Hồ Chí Minh hi vọng đầy,"['Hồ Chí Minh', 'hi vọng', 'đầy']","['003049', '002988', '002654']"
nô lệ bản nhạc chăm học,"['nô lệ', 'bản nhạc', 'chăm học']","['000040', '001359', '002113']"
ngoan ngoãn nhặt rau bốc hơi,"['ngoan ngoãn', 'nhặt rau', 'bốc hơi']","['003553', '003623', '001741']"
đen láy (như đen nhánh) chúng tôi (3 người) (đại từ) sa mạc,"['đen láy (như đen nhánh)', 'chúng tôi (3 người) (đại từ)', 'sa mạc']","['002658', '000275', '000433']"
nhà thờ dầu ăn bệnh Đao - Down,"['nhà thờ', 'dầu ăn', 'bệnh Đao - Down']","['003606', '002547', '000798']"
tuyên ngôn giẻ lau Do Thái,"['tuyên ngôn', 'giẻ lau', 'Do Thái']","['001642', '002904', '000018']"
mưa phùn hoa sen phẫu thuật bụng,"['mưa phùn', 'hoa sen', 'phẫu thuật bụng']","['003475', '003014', '000794']"
chung kết xông hơi báo động,"['chung kết', 'xông hơi', 'báo động']","['002271', '002046', '001483']"
mét (m) gấp đôi gãi đầu gãi tai,"['mét (m)', 'gấp đôi', 'gãi đầu gãi tai']","['003397', '000554', '002819']"
ư tượng đài máy chiếu,"['ư', 'tượng đài', 'máy chiếu']","['001090', '001698', '003364']"
cắt nhau hình bình hành quả nhãn,"['cắt nhau', 'hình bình hành', 'quả nhãn']","['001966', '002996', '000368']"
xăm đuốc khuyến khích,"['xăm', 'đuốc', 'khuyến khích']","['001968', '002783', '000072']"
ngày xưa nhảy dù gáy,"['ngày xưa', 'nhảy dù', 'gáy']","['003513', '003617', '002831']"
củ gừng liều mình Paris,"['củ gừng', 'liều mình', 'Paris']","['002481', '003272', '002443']"
tránh thai hứa liếc nhìn,"['tránh thai', 'hứa', 'liếc nhìn']","['001444', '000375', '000606']"
chứng nhận xếp hàng dọc răng,"['chứng nhận', 'xếp hàng dọc', 'răng']","['002304', '002024', '000531']"
phân số co giật sóng biển,"['phân số', 'co giật', 'sóng biển']","['000163', '002306', '000712']"
cờ ca rô sau lâu,"['cờ ca rô', 'sau', 'lâu']","['002465', '000640', '000381']"
tuần lễ người Điếc thế giới đèn điện quyền lợi,"['tuần lễ người Điếc thế giới', 'đèn điện', 'quyền lợi']","['000105', '002665', '000476']"
vua Hùng mách chia rẽ,"['vua Hùng', 'mách', 'chia rẽ']","['001891', '000139', '000728']"
luyện tập tuỷ sống đất nặn,"['luyện tập', 'tuỷ sống', 'đất nặn']","['003313', '001638', '002648']"
chuyển vế bốc vác môn Giáo dục công dân,"['chuyển vế', 'bốc vác', 'môn Giáo dục công dân']","['002290', '001727', '003430']"
đánh cầu lông giả sử toàn cầu,"['đánh cầu lông', 'giả sử', 'toàn cầu']","['000743', '002854', '001370']"
góp tiền văn nghệ thương (số),"['góp tiền', 'văn nghệ', 'thương (số)']","['000958', '001768', '001228']"
rửa chân răng cưa nghệ sĩ,"['rửa chân', 'răng cưa', 'nghệ sĩ']","['000590', '000533', '003527']"
ngán rau bắp cải Bạc Liêu,"['ngán', 'rau bắp cải', 'Bạc Liêu']","['000816', '000513', '001307']"
cổng tạo dáng thợ thêu,"['cổng', 'tạo dáng', 'thợ thêu']","['002444', '000847', '001123']"
tàu thủy Cam-pu-chia (nước Cam-pu-chia) tiếc,"['tàu thủy', 'Cam-pu-chia (nước Cam-pu-chia)', 'tiếc']","['000855', '001917', '001255']"
bó đũa bánh mì Cô-lôm-bi-a (nước Cô-lôm-bi-a),"['bó đũa', 'bánh mì', 'Cô-lôm-bi-a (nước Cô-lôm-bi-a)']","['001689', '001447', '002420']"
an ninh đảo Hoàng Sa con số,"['an ninh', 'đảo Hoàng Sa', 'con số']","['001205', '000843', '002385']"
áp phích nhiệt độ ga tàu,"['áp phích', 'nhiệt độ', 'ga tàu']","['001266', '002767', '002811']"
xà phòng giặt không dám vỗ về,"['xà phòng giặt', 'không dám', 'vỗ về']","['001938', '000470', '000529']"
châm chọc nhào lộn bắt giữ,"['châm chọc', 'nhào lộn', 'bắt giữ']","['002139', '003614', '001543']"
bón phân tiêu cực thả mồi,"['bón phân', 'tiêu cực', 'thả mồi']","['001699', '001287', '000919']"
mạnh mẽ co giật quả nho,"['mạnh mẽ', 'co giật', 'quả nho']","['003344', '002306', '000370']"
xoa đầu cá kho khuôn hình,"['xoa đầu', 'cá kho', 'khuôn hình']","['000232', '001900', '003173']"
cầu (cây cầu) điều kiện chuyên cần,"['cầu (cây cầu)', 'điều kiện', 'chuyên cần']","['001995', '002714', '002277']"
chào hàng ngang khuôn hình,"['chào', 'hàng ngang', 'khuôn hình']","['002075', '002950', '003173']"
dân ca con nuôi bổ ích,"['dân ca', 'con nuôi', 'bổ ích']","['002534', '002374', '001717']"
bổ ngữ đuôi chuột triều cường,"['bổ ngữ', 'đuôi chuột', 'triều cường']","['001719', '000172', '001478']"
chị họ bảng nhân gửi thư,"['chị họ', 'bảng nhân', 'gửi thư']","['000323', '001415', '002936']"
Bà Nà chú rể bộ sách,"['Bà Nà', 'chú rể', 'bộ sách']","['001301', '002243', '001739']"
xe lu quả ổi củi,"['xe lu', 'quả ổi', 'củi']","['002008', '000372', '002490']"
c quốc hội bực mình,"['c', 'quốc hội', 'bực mình']","['001032', '000456', '000096']"
cổ chân tôm hùm ủy ban,"['cổ chân', 'tôm hùm', 'ủy ban']","['002409', '000819', '001720']"
nhát gan đua thuyền tỉ lệ,"['nhát gan', 'đua thuyền', 'tỉ lệ']","['003615', '002779', '001238']"
bến xe mua bán Bắc Giang,"['bến xe', 'mua bán', 'Bắc Giang']","['001615', '003460', '001501']"
con ốc thùng k,"['con ốc', 'thùng', 'k']","['002377', '001170', '001058']"
sắt lớp mặt,"['sắt', 'lớp', 'mặt']","['000647', '003299', '003378']"
vận động cao quý trạm xe buýt,"['vận động', 'cao quý', 'trạm xe buýt']","['001794', '001945', '001432']"
sấm chớp nhăn mặt thiếu thốn,"['sấm chớp', 'nhăn mặt', 'thiếu thốn']","['000653', '003622', '000459']"
một là ngắt hoa chim chóc,"['một là', 'ngắt hoa', 'chim chóc']","['000313', '003519', '002204']"
môi trường đội thiếu niên đá bóng,"['môi trường', 'đội thiếu niên', 'đá bóng']","['003424', '002754', '002604']"
vỗ về chát cả ngày,"['vỗ về', 'chát', 'cả ngày']","['000529', '002081', '000802']"
bảo thủ đàn tơ-rưng sông Hồng,"['bảo thủ', 'đàn tơ-rưng', 'sông Hồng']","['001465', '002621', '000741']"
diều đèn vàng số chín,"['diều', 'đèn vàng', 'số chín']","['002586', '002670', '000727']"
nguy hiểm dãy số liệu đeo kính,"['nguy hiểm', 'dãy số liệu', 'đeo kính']","['003576', '002533', '002675']"
Cam-pu-chia (nước Cam-pu-chia) tung tăng sinh đẻ,"['Cam-pu-chia (nước Cam-pu-chia)', 'tung tăng', 'sinh đẻ']","['001917', '001632', '000689']"
Thủy Điện Hòa Bình con rùa áo,"['Thủy Điện Hòa Bình', 'con rùa', 'áo']","['001190', '002379', '001250']"
cây trồng Tết Thiếu nhi mất ngủ,"['cây trồng', 'Tết Thiếu nhi', 'mất ngủ']","['002051', '000905', '003386']"
chị chồng màu cam bắt,"['chị chồng', 'màu cam', 'bắt']","['002174', '003345', '001535']"
triều cường cầu giao phủ nhận,"['triều cường', 'cầu giao', 'phủ nhận']","['001478', '001999', '000282']"
đồng phục hoa giấy rong chơi,"['đồng phục', 'hoa giấy', 'rong chơi']","['002763', '001008', '000565']"
đẹp mê hồn cày gợi ý,"['đẹp mê hồn', 'cày', 'gợi ý']","['002681', '001957', '002933']"
4 quay phim đua xe máy,"['4', 'quay phim', 'đua xe máy']","['001130', '000416', '002780']"
yêu mến (yêu quí) màu nâu Lâm Đồng,"['yêu mến (yêu quí)', 'màu nâu', 'Lâm Đồng']","['002110', '003348', '003235']"
ở ngoài ngồi mạch máu,"['ở ngoài', 'ngồi', 'mạch máu']","['000128', '003570', '003335']"
vải lụa duy nhất trầm trồ,"['vải lụa', 'duy nhất', 'trầm trồ']","['000711', '000980', '001456']"
cầu cứu nấu nướng cử động,"['cầu cứu', 'nấu nướng', 'cử động']","['001997', '000229', '002498']"
thống nhất đất nước bé gái hoàn thành,"['thống nhất đất nước', 'bé gái', 'hoàn thành']","['000667', '001573', '003019']"
mét vuông (m2) việc làm ôn tập,"['mét vuông (m2)', 'việc làm', 'ôn tập']","['003399', '001827', '000099']"
cỏ lưu ý 1 000 000 (một triệu),"['cỏ', 'lưu ý', '1 000 000 (một triệu)']","['001804', '003328', '001183']"
nguy hiểm hòn bi (giống viên bi) độc lập,"['nguy hiểm', 'hòn bi (giống viên bi)', 'độc lập']","['003574', '003042', '002750']"
mái nhà tính chất kết hợp gọt bút chì,"['mái nhà', 'tính chất kết hợp', 'gọt bút chì']","['003338', '001338', '002928']"
cái vợt cá con nhím trắng tay,"['cái vợt cá', 'con nhím', 'trắng tay']","['000950', '002371', '001454']"
khe núi xâm hại tình dục bỏ phiếu,"['khe núi', 'xâm hại tình dục', 'bỏ phiếu']","['003130', '003552', '001683']"
khố Dinh Độc Lập xưa,"['khố', 'Dinh Độc Lập', 'xưa']","['003162', '002587', '002070']"
mía khổ thơ ác độc,"['mía', 'khổ thơ', 'ác độc']","['000844', '003156', '001194']"
hình vẽ dây buộc tóc xem xét,"['hình vẽ', 'dây buộc tóc', 'xem xét']","['003008', '002559', '002014']"
lười học bắt dấu phẩy,"['lười học', 'bắt', 'dấu phẩy']","['003318', '001535', '002558']"
thổ dân tôn trọng không cần,"['thổ dân', 'tôn trọng', 'không cần']","['003223', '001390', '000088']"
chia tay trốn tìm ao chuôm,"['chia tay', 'trốn tìm', 'ao chuôm']","['002185', '000643', '001245']"
tờ tiền lễ hội nồi cơm điện,"['tờ tiền', 'lễ hội', 'nồi cơm điện']","['001416', '003246', '000051']"
giường truyền thống ngồi,"['giường', 'truyền thống', 'ngồi']","['002917', '001580', '003568']"
Lào (nước Lào) sân nhà bước,"['Lào (nước Lào)', 'sân nhà', 'bước']","['003227', '000662', '001882']"
trống dấu gạch ngang củ tỏi,"['trống', 'dấu gạch ngang', 'củ tỏi']","['001524', '002554', '002483']"
thùng thiếu nhi trộm cắp,"['thùng', 'thiếu nhi', 'trộm cắp']","['001170', '001079', '001508']"
mất ngủ Quảng Trị 9,"['mất ngủ', 'Quảng Trị', '9']","['003386', '000421', '001144']"
chia mệt mỏi nỏ,"['chia', 'mệt mỏi', 'nỏ']","['002179', '000800', '000029']"
Điện Biên Phủ con bướm khăn mặt,"['Điện Biên Phủ', 'con bướm', 'khăn mặt']","['002704', '002318', '003122']"
ngày thành lập quân đội nhân dân Việt Nam quả cam nổ lốp xe,"['ngày thành lập quân đội nhân dân Việt Nam', 'quả cam', 'nổ lốp xe']","['000125', '000314', '000043']"
gian dối đề tài phẫu thuật chân,"['gian dối', 'đề tài', 'phẫu thuật chân']","['000732', '002685', '000786']"
trong suốt cảnh giác lượt về (trong thể thao),"['trong suốt', 'cảnh giác', 'lượt về (trong thể thao)']","['001502', '000570', '000716']"
hài lòng biểu đồ chiếm đoạt,"['hài lòng', 'biểu đồ', 'chiếm đoạt']","['000444', '001643', '002190']"
tù giam đua thuyền ngày thầy thuốc Việt Nam,"['tù giam', 'đua thuyền', 'ngày thầy thuốc Việt Nam']","['001620', '002779', '000115']"
xếp nhân dân bánh cốm,"['xếp', 'nhân dân', 'bánh cốm']","['002020', '003626', '001427']"
chìa khóa giảm thở dài,"['chìa khóa', 'giảm', 'thở dài']","['002186', '002858', '001113']"
khéo bài báo con kiến,"['khéo', 'bài báo', 'con kiến']","['003133', '001309', '002352']"
nẻ du học trang trí,"['nẻ', 'du học', 'trang trí']","['003491', '002597', '001418']"
gieo xúc xắc đ ăn xin,"['gieo xúc xắc', 'đ', 'ăn xin']","['002905', '001037', '001276']"
nhỏ hơn tia chớp tính,"['nhỏ hơn', 'tia chớp', 'tính']","['000002', '001242', '002776']"
triều cường tuyên truyền cắt lông mũi,"['triều cường', 'tuyên truyền', 'cắt lông mũi']","['001478', '000737', '000618']"
quả nhãn lược tràn ngập (nước),"['quả nhãn', 'lược', 'tràn ngập (nước)']","['000368', '003316', '001436']"
sinh hoạt cướp cờ thừa,"['sinh hoạt', 'cướp cờ', 'thừa']","['000697', '002510', '001208']"
luật chơi màn xăng,"['luật chơi', 'màn', 'xăng']","['003301', '003340', '001970']"
kiên quyết từ trái nghĩa đoạn thơ,"['kiên quyết', 'từ trái nghĩa', 'đoạn thơ']","['003193', '001654', '002724']"
con cừu áo kẻ sọc mênh mông,"['con cừu', 'áo kẻ sọc', 'mênh mông']","['002337', '000663', '003403']"
chữ cái bổ ngữ giới hạn,"['chữ cái', 'bổ ngữ', 'giới hạn']","['002292', '001719', '002912']"
phấn đấu vắng họp,"['phấn đấu', 'vắng', 'họp']","['000184', '001776', '003046']"
hơi nước lục địa ti hí mắt,"['hơi nước', 'lục địa', 'ti hí mắt']","['003066', '003308', '000150']"
thì thầm quả táo truyền thông,"['thì thầm', 'quả táo', 'truyền thông']","['000419', '000386', '001578']"
định vị vợt cầu lông cao (nhà),"['định vị', 'vợt cầu lông', 'cao (nhà)']","['002717', '000953', '001935']"
căm thù keo kiệt xuất hiện,"['căm thù', 'keo kiệt', 'xuất hiện']","['000265', '003099', '002052']"
chia tay nạn nhân đánh giá,"['chia tay', 'nạn nhân', 'đánh giá']","['002185', '003479', '002627']"
đuôi chuột trí thức tiếng nói,"['đuôi chuột', 'trí thức', 'tiếng nói']","['000172', '001476', '001273']"
kẹo môn Lịch sử quan trọng,"['kẹo', 'môn Lịch sử', 'quan trọng']","['003100', '003436', '000402']"
tống tiền số bé phép tính,"['tống tiền', 'số bé', 'phép tính']","['001402', '000722', '000194']"
phép mầu đếm xe lam,"['phép mầu', 'đếm', 'xe lam']","['000192', '002689', '002006']"
nơ dây buộc tóc cau có,"['nơ', 'dây buộc tóc', 'cau có']","['000073', '002559', '001955']"
góc vườn Đông Dương lặng lẽ,"['góc vườn', 'Đông Dương', 'lặng lẽ']","['002924', '002756', '003233']"
"héc-ta (ha) gan chị hai, chị cả","['héc-ta (ha)', 'gan', 'chị hai, chị cả']","['002971', '002820', '000305']"
Kiên Giang ai bảo đèn điện,"['Kiên Giang', 'ai bảo', 'đèn điện']","['003192', '002133', '002665']"
thị giác quay phim chim chích chòe,"['thị giác', 'quay phim', 'chim chích chòe']","['001051', '000416', '002203']"
mật ong sợi len màu nhiệm,"['mật ong', 'sợi len', 'màu nhiệm']","['003391', '000755', '003351']"
bối rối nhổ râu ủy ban nhân dân,"['bối rối', 'nhổ râu', 'ủy ban nhân dân']","['000153', '000614', '001722']"
vào giám sát buổi tối,"['vào', 'giám sát', 'buổi tối']","['001758', '000572', '001842']"
giấy tờ đề-xi-mét vuông (dm2) hậu quả,"['giấy tờ', 'đề-xi-mét vuông (dm2)', 'hậu quả']","['002903', '002688', '002970']"
quay cóp sửa chữa bênh vực,"['quay cóp', 'sửa chữa', 'bênh vực']","['000414', '000770', '001617']"
đánh giá giá trị tuyệt đối đều đặn,"['đánh giá', 'giá trị tuyệt đối', 'đều đặn']","['002627', '002868', '002692']"
bớt đi buộc tóc quả gấc,"['bớt đi', 'buộc tóc', 'quả gấc']","['001795', '001824', '000343']"
vô duyên công nghiệp tiêu cực,"['vô duyên', 'công nghiệp', 'tiêu cực']","['000144', '000676', '001287']"
giải vô địch vịnh ngày của Mẹ,"['giải vô địch', 'vịnh', 'ngày của Mẹ']","['002871', '001839', '000107']"
sửa chữa nhà tù bỏ hoang,"['sửa chữa', 'nhà tù', 'bỏ hoang']","['000770', '003609', '001681']"
chặt chẽ duyệt binh lưới,"['chặt chẽ', 'duyệt binh', 'lưới']","['002138', '002599', '003322']"
chó cắn phương tiện chị dâu,"['chó cắn', 'phương tiện', 'chị dâu']","['000516', '000300', '002175']"
tiêm nhà thơ xôi gấc,"['tiêm', 'nhà thơ', 'xôi gấc']","['001259', '003605', '000202']"
thiên thần câu đố ý chí,"['thiên thần', 'câu đố', 'ý chí']","['001071', '001979', '002078']"
đảo Trường Sa hình vuông xây nhà,"['đảo Trường Sa', 'hình vuông', 'xây nhà']","['000837', '001916', '001986']"
má vòng nguyệt quế khoan,"['má', 'vòng nguyệt quế', 'khoan']","['003361', '000493', '003146']"
Liên Bang Nga (nước Nga) con nai nhập khẩu,"['Liên Bang Nga (nước Nga)', 'con nai', 'nhập khẩu']","['003257', '002363', '000032']"
liên quan chuyển giao cây khế,"['liên quan', 'chuyển giao', 'cây khế']","['003266', '002288', '002031']"
chuyên cần d công thức,"['chuyên cần', 'd', 'công thức']","['002277', '001034', '002436']"
bạn trai ngân hàng dự trữ,"['bạn trai', 'ngân hàng', 'dự trữ']","['001385', '003521', '003327']"
cửa khẩu doanh trại đằng trước,"['cửa khẩu', 'doanh trại', 'đằng trước']","['002501', '002590', '002641']"
tỉnh táo bánh giò lưỡi,"['tỉnh táo', 'bánh giò', 'lưỡi']","['000659', '001439', '003320']"
trung thành bảng học sinh máy xúc,"['trung thành', 'bảng học sinh', 'máy xúc']","['001558', '001389', '000698']"
hình tứ giác thắp đèn sách toán,"['hình tứ giác', 'thắp đèn', 'sách toán']","['003007', '000957', '000615']"
Tết Âm kết hợp màu xanh da trời,"['Tết Âm', 'kết hợp', 'màu xanh da trời']","['000899', '003104', '003355']"
hạt cườm hoàng đế Văn miếu Quốc Tử Giám,"['hạt cườm', 'hoàng đế', 'Văn miếu Quốc Tử Giám']","['002962', '003021', '001766']"
chùm khế cướp xuất hiện,"['chùm khế', 'cướp', 'xuất hiện']","['002268', '002506', '002052']"
thì thầm hình dáng môn Toán,"['thì thầm', 'hình dáng', 'môn Toán']","['000419', '002999', '003442']"
Thừa Thiên – Huế vào lớp tình huống,"['Thừa Thiên – Huế', 'vào lớp', 'tình huống']","['001212', '001760', '001316']"
nhà tầng đầu tiên quang hợp,"['nhà tầng', 'đầu tiên', 'quang hợp']","['003604', '002650', '000403']"
chia ba boong tàu hắt hơi,"['chia ba', 'boong tàu', 'hắt hơi']","['000566', '001709', '002968']"
số lớn quy đồng mẫu số riêng tư,"['số lớn', 'quy đồng mẫu số', 'riêng tư']","['000736', '000471', '000548']"
dốc tay bút màu,"['dốc', 'tay', 'bút màu']","['002595', '000859', '001869']"
ô thèm gửi quà,"['ô', 'thèm', 'gửi quà']","['001067', '000067', '002935']"
nhưng khoanh tay khe núi,"['nhưng', 'khoanh tay', 'khe núi']","['000540', '003148', '003130']"
thông qua tượng bát,"['thông qua', 'tượng', 'bát']","['001103', '001696', '001487']"
cây bàng môn Đạo đức trà nóng,"['cây bàng', 'môn Đạo đức', 'trà nóng']","['002015', '003429', '000854']"
sơn Thái Nguyên ngã,"['sơn', 'Thái Nguyên', 'ngã']","['000757', '000929', '003504']"
đan ngược đãi ngăn chặn,"['đan', 'ngược đãi', 'ngăn chặn']","['002615', '003581', '003515']"
nhiệt kế bật lửa nhà tầng,"['nhiệt kế', 'bật lửa', 'nhà tầng']","['003643', '001559', '003604']"
b đánh cầu lông đề-xi-mét vuông (dm2),"['b', 'đánh cầu lông', 'đề-xi-mét vuông (dm2)']","['001030', '000743', '002688']"
tên riêng sợi điều phối,"['tên riêng', 'sợi', 'điều phối']","['000895', '000749', '002710']"
sinh hoạt vạm vỡ Yên Bái,"['sinh hoạt', 'vạm vỡ', 'Yên Bái']","['000697', '001752', '002092']"
bẫy chuột (dụng cụ) rau kết hợp,"['bẫy chuột (dụng cụ)', 'rau', 'kết hợp']","['001565', '000510', '003104']"
không khí vi khuẩn Tây Bắc,"['không khí', 'vi khuẩn', 'Tây Bắc']","['003166', '001817', '000889']"
kiên quyết xe khách khói,"['kiên quyết', 'xe khách', 'khói']","['003193', '002004', '003152']"
nhăn mặt gãi đầu gãi tai nhi đồng,"['nhăn mặt', 'gãi đầu gãi tai', 'nhi đồng']","['003622', '002819', '003641']"
chương trình con tem trúng thưởng,"['chương trình', 'con tem', 'trúng thưởng']","['002298', '002388', '001568']"
chữ lớn hơn 2 (Toán học) quay cóp,"['chữ', 'lớn hơn 2 (Toán học)', 'quay cóp']","['002299', '000656', '000414']"
vác khát vọng i,"['vác', 'khát vọng', 'i']","['001738', '003120', '001056']"
đĩa bồi bàn phố,"['đĩa', 'bồi bàn', 'phố']","['002695', '001745', '000264']"
trạm y tế mù chữ chuyển động quay,"['trạm y tế', 'mù chữ', 'chuyển động quay']","['001434', '000100', '002287']"
đĩa tính chất giao hoán đèn xanh,"['đĩa', 'tính chất giao hoán', 'đèn xanh']","['002695', '001336', '002673']"
trụi lá Văn miếu Quốc Tử Giám củ từ,"['trụi lá', 'Văn miếu Quốc Tử Giám', 'củ từ']","['001540', '001766', '002473']"
huy hiệu cấp cứu rón rén,"['huy hiệu', 'cấp cứu', 'rón rén']","['003078', '001969', '000561']"
hồ nước tuân thủ xôi,"['hồ nước', 'tuân thủ', 'xôi']","['003052', '001626', '002044']"
khác nhược điểm con muỗi,"['khác', 'nhược điểm', 'con muỗi']","['003110', '000019', '002361']"
ủy quyền thu nhỏ quả dừa xiêm,"['ủy quyền', 'thu nhỏ', 'quả dừa xiêm']","['001728', '001133', '000334']"
nhọn hoắt đồn công an tủi thân,"['nhọn hoắt', 'đồn công an', 'tủi thân']","['000011', '002742', '001628']"
cổ tay Bà Nà khởi nghiệp,"['cổ tay', 'Bà Nà', 'khởi nghiệp']","['002413', '001301', '000706']"
trao tặng vợt cầu lông vỗ về,"['trao tặng', 'vợt cầu lông', 'vỗ về']","['001446', '000953', '000529']"
chim chuyền cành kịp thời phòng âm nhạc,"['chim chuyền cành', 'kịp thời', 'phòng âm nhạc']","['002282', '000151', '000237']"
Kim Đồng truyền dịch tóc dài,"['Kim Đồng', 'truyền dịch', 'tóc dài']","['001004', '001576', '000908']"
chiếu phim khố góp tiền,"['chiếu phim', 'khố', 'góp tiền']","['002199', '003162', '000958']"
nói dối nhăn mặt đau tai,"['nói dối', 'nhăn mặt', 'đau tai']","['000034', '003622', '000783']"
siêng năng bỏ rơi dãy núi Hoàng Liên Sơn,"['siêng năng', 'bỏ rơi', 'dãy núi Hoàng Liên Sơn']","['000681', '001687', '000550']"
bơm (cái bơm) cổ thổ dân,"['bơm (cái bơm)', 'cổ', 'thổ dân']","['001785', '002407', '003223']"
vận chuyển chân tay vịnh Hạ Long,"['vận chuyển', 'chân tay', 'vịnh Hạ Long']","['001792', '002144', '001841']"
cặp tóc dấu sắc danh dự,"['cặp tóc', 'dấu sắc', 'danh dự']","['001964', '001110', '002520']"
phiền hà quyến luyến tiêu hoá,"['phiền hà', 'quyến luyến', 'tiêu hoá']","['000474', '000373', '001291']"
nhà tù nhổ răng thao thức,"['nhà tù', 'nhổ răng', 'thao thức']","['003609', '000620', '000721']"
nổi giận môn Đạo đức đồ ăn,"['nổi giận', 'môn Đạo đức', 'đồ ăn']","['000057', '003428', '000945']"
dẫn chương trình Tây Nguyên hình vẽ,"['dẫn chương trình', 'Tây Nguyên', 'hình vẽ']","['002544', '000891', '003008']"
đề-xi-mét (dm) sườn lông gà,"['đề-xi-mét (dm)', 'sườn', 'lông gà']","['002686', '000810', '003291']"
quý hiếm đông lạnh tình huống,"['quý hiếm', 'đông lạnh', 'tình huống']","['000487', '002757', '001316']"
lấy mũi tên giếng nước,"['lấy', 'mũi tên', 'giếng nước']","['003240', '000498', '002906']"
bỏ hoang dấu chấm hỏi pha chế,"['bỏ hoang', 'dấu chấm hỏi', 'pha chế']","['001681', '002551', '000132']"
sữa đặc phục hồi quét nhà,"['sữa đặc', 'phục hồi', 'quét nhà']","['000785', '000288', '000443']"
cơ thể bắn bi kí hiệu,"['cơ thể', 'bắn bi', 'kí hiệu']","['002461', '001513', '003184']"
bơm (cái bơm) bảo hiểm mũm mĩm,"['bơm (cái bơm)', 'bảo hiểm', 'mũm mĩm']","['001785', '001459', '000906']"
ủy ban vòng đời lồng chim,"['ủy ban', 'vòng đời', 'lồng chim']","['001720', '001856', '003293']"
theo dõi Oa-sinh-tơn cảng Hải Phòng,"['theo dõi', 'Oa-sinh-tơn', 'cảng Hải Phòng']","['001028', '000087', '000700']"
